PIDN,Ca,P,pH,SOC,Sand
RiXMlzXD,0.0010265891,0.009211724,0.90826803,0.0814001,9.3709044e-05
Rik83O3m,0.0031459024,0.042416062,0.6979896,0.24677935,0.009669161
S3PCzDzO,0.0019671791,0.0021957422,0.9836103,0.0115960855,0.00063067535
S77BviOJ,0.0022458504,0.052144893,0.43584463,0.49301866,0.016746
SDdvtktF,0.0008249968,0.005226784,0.61663765,0.37729767,1.2936623e-05
SHs1AyfM,0.0013464658,0.0071841,0.87123567,0.116061606,0.004172195
SO4zQy9k,0.00015607929,0.0067811557,0.83752793,0.07348659,0.08204824
SOOBCoiG,6.917703e-05,0.0029928046,0.3635322,0.0029034421,0.6305024
SXkkPB7A,0.00016623632,0.0044259266,0.7105559,0.07386409,0.2109878
Sa93dGqq,0.00016326428,0.0040437556,0.13142848,0.8561787,0.008185768
SonIG72a,0.00013277998,0.010206245,0.6408293,0.2871014,0.061730184
Suf6hIBc,0.000120446864,0.0068024513,0.5780306,0.06417302,0.3508734
Sx2JeSRz,0.0038645293,0.007661765,0.64658606,0.33643976,0.0054478543
T1Tlftr4,0.000424848,0.0032870595,0.90415525,0.023163717,0.068969086
T7ulR4ci,0.00064461306,0.009168905,0.8155301,0.041976716,0.13267963
TA1NB3Br,0.00017928866,0.0061474373,0.7472339,0.09059747,0.15584186
TFZUskaK,0.025791237,0.009396753,0.5899003,0.37488177,2.997331e-05
TNL8HGWZ,0.00841243,0.016567903,0.7642568,0.21013784,0.0006250067
TZ8z1GSF,0.00039437102,0.0089771785,0.85159415,0.13865629,0.00037793006
TqhRvkJJ,0.017316092,0.0004814141,0.97826403,0.0038350031,0.00010352223
TtJCUiY4,0.00012424079,0.0031481714,0.9154907,0.02199353,0.059243537
TwDq0lua,0.010610406,0.0055955695,0.88116974,0.10198398,0.0006402644
Tzyf02sI,0.0003253671,0.0028329943,0.8356027,0.018134046,0.14310493
U3yI6ZS5,0.13688214,0.00041270454,0.7751724,0.0875056,2.7212975e-05
UBLnXZAN,0.00012569201,0.0010314477,0.005626078,0.9932139,2.8397208e-06
UBWDzleg,0.00019890025,0.0038374017,0.26019606,0.735696,7.165306e-05
UBqkX6SY,0.009072274,0.00014435533,0.98738724,0.0033675823,2.8500985e-05
UCIAi1Aj,0.008449762,0.04832381,0.37883198,0.56357276,0.00082164316
UPbXGvCS,0.012046049,0.01217624,0.70411795,0.2713886,0.00027118647
UeWm1l9F,0.00017048154,0.0038456896,0.11459209,0.8809969,0.00039489128
UhucscY7,0.0050685485,0.008281548,0.65674895,0.32989988,1.1169085e-06
Uri1SvHV,0.008422315,0.013191008,0.6252493,0.35296375,0.0001736411
UzxipGJS,0.00022335508,0.010128661,0.8572661,0.109795585,0.022586197
V74zfaAQ,0.0050806673,0.012717047,0.47468558,0.5073855,0.00013118885
VBPxBLTh,0.048228364,0.00096923026,0.8411152,0.10958308,0.00010416362
VLG7CXYS,0.00029739237,0.007905714,0.68081945,0.29351023,0.017467247
VNk52SpF,9.41468e-05,0.00031299924,0.005446126,0.9941467,4.366488e-08
VOREKsok,3.6809154e-06,0.0013782006,0.061009176,0.009589224,0.92801976
VRhTr5pX,0.00024291729,0.0056224074,0.96081847,0.02567355,0.007642704
VTcG4Kcw,0.00037614172,0.0037380978,0.8881976,0.08506578,0.022622382
VeKiWSbS,0.00018887498,0.006532405,0.7908852,0.07166807,0.13072543
VnU8nJHU,0.0031596634,0.04566594,0.68697184,0.2460818,0.018120695
VueNCxYv,0.0008826956,0.011417257,0.5545671,0.4272717,0.005861218
VxuQTRUl,0.00434888,0.03969823,0.743482,0.21079107,0.0016798181
W5lgaocA,0.031823043,0.0015083841,0.94262964,0.0223442,0.0016947683
W5mMq9Ef,0.00018746185,0.0065354505,0.39500207,0.5962178,0.002057215
WDhNqFpS,0.0028274688,0.0020707236,0.097743794,0.89735395,4.1932913e-06
WE6n1kZi,0.00019681377,0.0068643414,0.14482385,0.84788007,0.00023494993
WFk6r3vA,0.0019905414,0.037422102,0.6357959,0.3169152,0.007876255
WFyIrsUR,0.000566376,0.0010045867,0.046370424,0.95205843,1.77926e-07
WG6ZAsqR,5.0546478e-05,0.0066338982,0.51806384,0.046557564,0.4286942
WMq3CZQk,0.0002275232,0.0021191996,0.13245726,0.86519146,4.612024e-06
WRskmGjh,0.0018637461,0.038537107,0.8120728,0.14664078,0.00088559126
WXijSglj,0.00056800456,0.0076453206,0.8243092,0.16742206,5.5375596e-05
Wc0stQgu,0.0005183017,0.007210325,0.32751912,0.66466486,8.739604e-05
WewoSCUB,0.0004922815,0.014120577,0.89309204,0.0071568196,0.08513828
WuHuhHWJ,0.00046790336,0.004798404,0.71884215,0.03344351,0.24244812
Wv7EBtZb,0.024360623,0.00070654403,0.9478493,0.02691376,0.00016979135
WyPlxDn0,0.00012985949,0.0074943583,0.6697299,0.0758619,0.24678393
X3WqoSNN,0.10941368,0.0010467952,0.793085,0.09629552,0.00015900296
XDhyP9KB,0.0016089077,0.019503348,0.45366615,0.5243485,0.00087308395
XQxhDRMG,0.00042557518,0.019159434,0.32071364,0.5865709,0.07313037
XjLNAwxW,0.0077226968,0.007389891,0.36971125,0.615161,1.5153609e-05
XjfVQbXd,0.0034207539,0.00033713577,0.9922774,0.0038090185,0.0001556987
Xovczbf6,8.083211e-06,0.0026136483,0.10004759,0.01703358,0.88029706
Y8H4onBf,0.0005743424,0.015961152,0.8942601,0.015267453,0.07393687
Y8YgzSZ9,0.122806385,0.001896783,0.76785916,0.1068941,0.0005435004
YC4PNV20,0.00035607335,0.019905966,0.1527839,0.10319998,0.7237541
YDHSCRdd,0.26439637,0.00036410676,0.5583732,0.17685173,1.4593007e-05
YIJ87aME,0.0016294196,0.014311093,0.7202946,0.25872093,0.005043994
YKvT4dFv,0.00024853263,0.009044815,0.8082306,0.17745367,0.005022363
YNebALR2,0.00060721475,0.02256874,0.51871186,0.44726783,0.010844448
YNrnqFyb,0.0012057902,0.0044518383,0.77637,0.2169194,0.0010530438
YUZ4lR3m,0.0009724234,0.035015985,0.54713666,0.37641746,0.040457487
YYLvjoVC,0.0023534119,0.001972779,0.93584955,0.059621103,0.00020314609
Yb8OtMb2,0.009924457,0.008259548,0.68605965,0.29555902,0.00019727382
Ycg4lTYw,0.0013383635,0.0038724635,0.026016274,0.96877265,1.8501976e-07
Yfk6tekH,0.010328209,0.0022499326,0.94525725,0.041362196,0.00080240873
YoSfgmR6,0.0021002318,0.02050364,0.55179,0.4251935,0.00041262983
YpzFvexy,0.00052883197,0.008570858,0.6078837,0.38286397,0.00015271964
Yxqppfa3,0.001910452,0.0019027119,0.76102453,0.2351511,1.1240065e-05
Z16jTUvP,0.0002950997,0.0047703926,0.6796199,0.31478822,0.00052642287
Z2BdCCbJ,0.00012490811,0.005813583,0.60269856,0.15274926,0.23861367
Z2JJMM6V,0.0019933428,0.018406797,0.36522174,0.6121117,0.002266423
Z5jE1OB5,0.0002990283,0.0052569835,0.794874,0.19652885,0.0030411119
ZFsIqYxA,0.0021843005,0.02588062,0.4704504,0.5008753,0.0006093806
ZHDVsoRh,0.0006704451,0.007839254,0.64134645,0.35002956,0.000114239054
ZSmfu2Fc,0.00018290294,0.0038019912,0.73740226,0.25683084,0.0017819294
ZU8YXF3H,3.4329354e-05,0.0056463843,0.26359546,0.028497525,0.7022263
ZXKaNy6Z,0.0013958364,0.0115551455,0.8679523,0.11778729,0.0013093788
ZbYLo0zK,0.001869835,0.0053061885,0.9711856,0.02109835,0.0005399699
ZedN8Gcn,0.0009020423,0.008815475,0.84264266,0.14757797,6.184933e-05
ZgD4Dau6,0.0009443533,0.002800943,0.96240526,0.033709157,0.00014027747
Zgzf79LA,0.00063428597,0.020726658,0.94518304,0.009434682,0.024021437
ZjqzxDOF,0.012318313,0.0017308097,0.9550517,0.030132374,0.000766772
ZsZ5aDpq,0.0020258608,0.0013549894,0.49736258,0.49925324,3.224883e-06
ZtyqE7If,0.0020658707,0.004441064,0.724793,0.26866677,3.3295466e-05
ZvUgz01f,0.00037931764,0.0029960603,0.9660262,0.0109895,0.01960895
ZwrhgdQV,0.0021603878,0.0025784627,0.60657454,0.38862768,5.895156e-05
a7bhJGBU,0.04777932,0.0008960455,0.86130124,0.089832015,0.00019138929
aHpv6KzP,0.20633444,0.00063255563,0.7181302,0.07486643,3.637828e-05
aINzEBVN,0.0019501892,0.0173045,0.9456361,0.032961562,0.0021477302
aP9EtTGF,0.04379048,0.0001724273,0.95446527,0.0015589049,1.2956972e-05
aV6EhtSL,0.0044780723,0.033032663,0.8320386,0.12890387,0.0015468153
aVZsXKoH,0.011412733,0.00014482248,0.98688054,0.0015148403,4.7098925e-05
aYVnVJvc,0.0057940227,0.00566868,0.32074,0.6677701,2.7150549e-05
abCzN1zx,0.00028206283,0.0048377025,0.18866323,0.8061646,5.2334155e-05
ae7sMiB4,0.0015065351,0.003872142,0.8499526,0.14406838,0.0006003841
afsVuCGV,0.000111817964,0.0024169134,0.4548404,0.5417167,0.00091417436
aiwBQETI,0.009672034,0.013985212,0.7743071,0.20152463,0.0005110458
aiyli4EI,0.047006488,0.0011315352,0.8326094,0.11905598,0.0001966634
apJ7NmzD,0.02170029,0.00022652051,0.9737892,0.004258259,2.5709553e-05
atVjNMtQ,0.00016542168,0.00034194952,0.0048289644,0.9946636,5.3878377e-08
b5GirVGV,0.00022551912,0.010536987,0.9169522,0.024998438,0.047286797
b9SpMjNB,0.00041033755,0.0057406863,0.51364625,0.45829138,0.02191136
bAFs37yy,0.00013858208,0.00919854,0.70747674,0.0633926,0.21979354
bDia1hHV,0.001230016,0.0033613397,0.56027406,0.4351297,4.8863235e-06
bFkv5Mtr,0.0018928291,0.006767217,0.56065243,0.42810214,0.0025853901
bHe2IXgA,6.0239905e-05,0.0002541621,0.0021365497,0.9975491,4.890685e-08
bWX3vUm5,0.0050718035,0.012455195,0.49921587,0.48277676,0.00048036664
bat8tcGs,0.004647131,0.0037600733,0.6590405,0.33255082,1.4100106e-06
bfjej4wu,0.0015849957,0.011613207,0.33624807,0.6504366,0.000117103365
bh04YDiP,0.0003388395,0.0058775195,0.52531093,0.46791518,0.0005576166
c110Fdc8,0.0003725953,0.0060572126,0.9024929,0.07116377,0.019913567
c32GUzMa,0.00032092136,0.019386183,0.22844556,0.7087722,0.04307516
cT6uU0B0,0.00013536721,0.007872024,0.5391411,0.3183003,0.1345513
cWXCiFwh,0.0033641595,0.0320749,0.7175998,0.24662912,0.0003320585
ceNvS3yd,0.00034476942,0.010868845,0.53521246,0.4508412,0.0027326941
cmwdt4Av,0.03300339,0.00056766137,0.9346377,0.03170181,8.937071e-05
cn4EHsup,0.00041826212,0.011831233,0.5179377,0.46851185,0.0013010469
crVOGGTT,0.0006718975,0.011092765,0.757942,0.15182857,0.078464806
csPEJ1E5,0.0071812123,0.14466314,0.51633894,0.30693164,0.02488511
d0UrRtMk,5.143363e-05,0.0024636446,0.14604862,0.010122379,0.8413139
d6LU4G4I,0.00091774506,0.010685337,0.0897983,0.8918114,0.006787131
d74T1DVv,0.00014035797,0.0012104091,0.07025171,0.9283937,3.7414725e-06
dR6rM1tQ,0.0017810498,0.0016739233,0.8266904,0.16984676,7.915466e-06
dUNxOoqg,0.0015884356,0.01087871,0.301803,0.6854511,0.00027868143
dUnlyhj7,0.0026952755,0.0007960817,0.9901366,0.0051523945,0.0012195379
dVDlnZQ6,0.0016063639,0.01047029,0.09075031,0.8971661,6.903148e-06
dVT26GDu,0.00048265286,0.0072575593,0.8167231,0.15419893,0.021337697
de43ycXY,0.01328702,0.0017608006,0.9642616,0.017215848,0.003474705
dfIn7m9z,0.00044469943,0.008189995,0.6710789,0.31986934,0.0004170487
dhmb9ZY9,0.19934769,0.00013883338,0.7779111,0.022597924,4.367672e-06
dn8kCuyf,0.0017543036,0.007745804,0.9265604,0.062060907,0.0018785496
dpcquvWW,0.000304667,0.009839481,0.8623181,0.12342277,0.0041149585
dqcbIMyr,0.0005486598,0.031271826,0.40331408,0.5468681,0.017997388
drWgsBf5,0.001865784,0.0040330254,0.19408934,0.8000106,1.2698067e-06
dytx0HSe,2.0432499e-05,0.005845661,0.30440468,0.04183564,0.6478936
e4KkkIha,0.013334505,0.00013411076,0.98543555,0.0010739712,2.1871587e-05
e9YorH4m,0.0028104784,0.0019394772,0.98327255,0.0060730893,0.0059043714
eB9gVQ0R,0.0006327411,0.0043925354,0.89784664,0.043130957,0.05399717
eMhLFqU6,0.00049349264,0.018834842,0.34192243,0.6216675,0.017081702
eMllg1qm,0.0027590694,0.0013285709,0.95596325,0.039849717,9.93852e-05
eNPunZ9i,0.00020696054,0.0073927785,0.10855215,0.87676924,0.0070789857
eS5BSM4J,0.00013752724,0.004198192,0.4234277,0.024040323,0.5481962
eVGMFoOI,0.002665048,0.0029588963,0.97183865,0.01190763,0.0106297815
eaIwb3rG,0.00017969268,0.0029802423,0.6708066,0.11636719,0.2096663
eyzw8Vis,0.00019815924,0.006051769,0.6468886,0.097219974,0.24964151
f04Ke2bN,0.00018447363,0.011565398,0.53648144,0.42951986,0.022248857
f4GA0te1,0.0003174517,0.006382354,0.9469819,0.03026153,0.016056778
f7bd91h5,0.00031962278,0.009610354,0.5681509,0.051839408,0.37007976
fB7z9ndr,0.00016731137,0.005242851,0.65587914,0.048221566,0.2904891
fEe7AWFA,0.003134537,0.0018243063,0.84266263,0.1523764,2.0667562e-06
fJJIbgY9,0.0026865136,0.00027505058,0.9943762,0.0025013792,0.0001608759
fQBURMvg,0.0001286149,0.007836536,0.6069143,0.16333918,0.22178143
fS0HpOub,0.00013446031,0.008345054,0.8326194,0.072375834,0.08652523
fTDXauuk,0.011910269,0.0018242019,0.9657914,0.019502671,0.0009714988
favPNA2N,0.0002708716,0.0058936514,0.13642956,0.8520225,0.0053835
g3Fv0U4k,0.00057516736,0.0058566947,0.04536761,0.9481813,1.933053e-05
g5PKo2E2,0.007809572,0.004031939,0.9538322,0.033083305,0.001242985
gbjnD5fe,0.00021415156,0.0068372674,0.88329107,0.07890908,0.03074852
ge9zqXCv,0.0010292714,0.0024690665,0.19055593,0.80594486,8.7556253e-07
geeqJpSE,0.00014622815,0.0069208993,0.7089877,0.03534836,0.24859674
gqy1J2RS,0.013249756,0.007529444,0.8218703,0.15712686,0.00022353622
grlUtS3H,0.0006298898,0.0035433334,0.4161982,0.5795528,7.580847e-05
gx965KYj,0.0022382184,0.0043943175,0.5791479,0.41421303,6.5972645e-06
h3F08Vjm,0.00016337009,0.0051706685,0.42580226,0.024441257,0.54442245
h6FQG8Iy,0.00022573123,0.0037968582,0.7069767,0.04566666,0.24333403
h7ftM8b3,0.017074501,0.00017517801,0.97955143,0.0031799555,1.9074447e-05
hLrCHXZv,0.010166889,0.008508517,0.6453049,0.3358831,0.00013651361
hQ6VBuFx,0.00058816693,0.0046699387,0.8674504,0.07539465,0.05189687
hYoR2y7w,0.0027603395,0.0038817464,0.4790438,0.5143136,4.8557746e-07
hf65yZkM,0.0021845314,0.0010926991,0.65364146,0.34306303,1.8185323e-05
hjuwe1x4,0.005280695,0.028925309,0.65927345,0.27793473,0.02858577
hyINlsFR,0.00048269218,0.004090134,0.4595067,0.52206385,0.013856664
i0Qlm9Bv,0.00034695576,0.0035106346,0.78615713,0.041657154,0.16832812
i1VxfxMb,0.00029814322,0.0032703637,0.7331369,0.035390086,0.22790456
i2l6jXNP,0.00022123952,0.008775791,0.6046441,0.38529718,0.0010616283
i4FgPZv7,0.00038535713,0.012087596,0.7353029,0.13153115,0.12069294
i7XtIkSi,0.0011063372,0.0053390865,0.6965637,0.29680362,0.00018730038
i9z346Ut,0.00016262522,0.0033630147,0.22165968,0.7722573,0.0025573696
iDOat4cZ,0.021870956,0.00023536365,0.9745301,0.0033195552,4.4013566e-05
iNv6RoSO,0.00022387892,0.011212526,0.62637323,0.3221732,0.040017083
iSL9NYzy,0.32607,0.00046061786,0.5612101,0.112232305,2.6991736e-05
iSqVc1r8,0.0131960185,0.0023209737,0.94734067,0.034278303,0.0028640102
iYZMftt6,0.0016773283,0.0031988553,0.74119043,0.25393242,8.9542675e-07
ieTPaa3c,0.00036787812,0.011405973,0.6013097,0.38409308,0.0028233202
if7BmzU0,6.7499466e-05,0.005729502,0.5071359,0.022139208,0.46492794
ihNz5bmx,0.00025419542,0.0051678065,0.36457577,0.62946534,0.0005368428
ikJXKdIN,0.0003605334,0.013410703,0.8687505,0.002546452,0.11493192
iq2kxikN,0.0081946,0.01968797,0.6502648,0.3208944,0.00095818285
iuZEDJK7,0.00010745052,0.0059071025,0.8173493,0.03282434,0.14381173
iyF8gVT7,0.00018459478,0.004200092,0.8484104,0.043846697,0.10335819
j06qdQ0V,0.00044113418,0.00991542,0.8153201,0.17148167,0.0028416202
j7hl8svO,0.011463552,0.0047944835,0.35175362,0.6319853,3.0973008e-06
j8hMoJUN,0.0010339278,0.013692859,0.9702064,0.011383662,0.0036830902
jNaFasbV,0.00021984623,0.0051550083,0.26209697,0.73247325,5.504386e-05
jVVHeYHT,0.001557071,0.0061286017,0.93164915,0.052528355,0.008136837
jXm4ySvK,0.0003136591,0.009175099,0.6527976,0.31155774,0.026155928
juO5ii5l,0.0016510648,0.0021980463,0.97412044,0.020110779,0.0019196939
k2hdEBsU,0.00030673476,0.0070545627,0.60859364,0.031768072,0.35227695
k3ynMfhN,0.0016110131,0.0012862858,0.9720185,0.020122873,0.004961382
k9C9yBtr,0.00702683,0.009308531,0.541184,0.4421317,0.00034886372
kAKRvcRo,0.0007688861,0.004617981,0.07066353,0.92394686,2.784968e-06
kBi3R2oC,0.0010352919,0.0039212108,0.87778336,0.117038116,0.00022193973
kDWmnsXe,0.004835156,0.037940845,0.7858771,0.09959081,0.0717561
kSGBd2Vh,0.00010176889,0.006958214,0.74331206,0.024005208,0.22562268
kT0miHPT,0.00014500506,0.006923369,0.92478305,0.049343683,0.018804993
kaW0TfRn,0.00057383726,0.007791399,0.9034519,0.08631851,0.0018643641
kmg3SowO,0.00031751688,0.008975218,0.2875611,0.70195174,0.0011944341
kpxKSlnF,0.049100015,0.0008343425,0.89946985,0.050236475,0.00035931641
ku2cn1MV,0.004849062,0.0004539263,0.9881153,0.006410713,0.00017105139
l1su5HU9,0.0009863832,0.009218277,0.7068165,0.27920452,0.003774202
l8Tg2RvD,0.002311115,0.0080649145,0.9012314,0.07266086,0.015731648
lB6NsVOc,9.550921e-05,0.0032441495,0.34806952,0.0012661443,0.6473247
lEcdVyKk,7.649496e-05,0.008868114,0.44813323,0.19777623,0.34514597
lH4TasGl,0.008187503,0.0018691214,0.9633115,0.025932634,0.00069921603
lO9aggHW,0.0017731674,0.010503922,0.18216102,0.79852337,0.007038568
lW3m9Vzu,0.001520032,0.013345733,0.4557024,0.5292804,0.00015135911
lYLseGDP,0.003438537,0.003906618,0.966218,0.020698283,0.0057386123
lcOnCdZi,0.0058164173,0.003006487,0.944394,0.04548687,0.0012962507
le9YGwON,0.0017831667,0.005149014,0.7291776,0.26350123,0.00038898573
llMvu3TX,0.02860071,0.00023607418,0.970315,0.0006068492,0.00024144283
lnHh2jFO,0.008811321,0.0015583549,0.97567695,0.011907019,0.0020463676
m07CVXd4,9.580872e-05,0.0028709879,0.5964078,0.004815659,0.3958098
m1lPk91z,0.00053491007,0.005149633,0.6731374,0.02258726,0.2985907
m9IQdmwa,0.0001404953,0.009871014,0.7795498,0.048227675,0.1622111
mG9BRy5x,0.0019182588,0.047977403,0.31081414,0.60429156,0.034998603
mVHXnama,0.0014588871,0.018301085,0.94081116,0.030940952,0.0084878635
mXyrR6nU,0.00085464056,0.014558245,0.8740543,0.08581293,0.024719795
mbzNdxNc,0.00045974145,0.0063062264,0.50528806,0.48761708,0.0003289719
mntH7g3L,0.01151311,0.0022468474,0.95805216,0.024416132,0.003771734
msRTXP3H,0.00040346055,0.009263554,0.707006,0.27631202,0.0070150397
mxBjvIPR,0.0004243055,0.012989055,0.90385884,0.07622605,0.0065017967
n8Opmfbz,0.08795159,0.0011321022,0.8800328,0.030785551,9.8008975e-05
nOkgU29Q,0.0012376152,0.011239069,0.19113629,0.79592305,0.00046396497
nhttf7VM,0.004237572,0.0039904607,0.81748056,0.17347084,0.00082051917
njLbXYa3,0.00069790543,0.007479989,0.9043467,0.08735351,0.000121841775
nwkIpzmh,0.008609435,0.0022013073,0.9450318,0.043853555,0.00030385875
nzB1R9Zg,0.006384471,0.0022005355,0.9707233,0.017860148,0.002831513
o1rZRI84,0.0040719043,0.012400358,0.7984828,0.18503875,6.141778e-06
o7q5Mbty,0.0023639149,0.0022855925,0.81642616,0.17891274,1.1573003e-05
oCBvysqB,0.0028962507,0.024741126,0.7747049,0.19747171,0.00018605553
oDmycTPH,0.00012699391,0.0063062753,0.57994914,0.00070321094,0.41291437
oFAXZvQv,0.0011960878,0.03967758,0.6063673,0.3473561,0.0054028975
oHE3M1zX,0.00021874637,0.0033609923,0.24265851,0.7532636,0.0004981102
oMhVmSpV,0.0018577905,0.039871447,0.64866614,0.30672535,0.0028793057
oNsDqVbi,0.0017066776,0.00032986622,0.99528223,0.002323254,0.00035796512
oYAJqQk8,0.0004287269,0.009157944,0.9584756,0.0013300625,0.030607795
ob5Kb6dW,3.6293677e-05,0.0056103175,0.39596635,0.1406757,0.4577113
obnzqs79,0.00083976507,0.0151980845,0.94004625,0.011570255,0.0323456
oncLcgRP,0.00039139274,0.009858892,0.6384634,0.350331,0.0009553529
ooWVYaAe,0.00056910515,0.003960363,0.02931706,0.9661506,2.9119121e-06
osdyOUnV,0.00019910572,0.0077326274,0.10698615,0.8818874,0.0031946301
p7H9CzCv,0.0004641168,0.005252058,0.12618662,0.8677847,0.00031256204
p7U9hVhY,0.00020587648,0.012097084,0.683138,0.16389687,0.14066212
pE6Cf1RV,0.00036163168,0.0052377163,0.86687505,0.09857356,0.028951982
pI7qzotI,0.0027894822,0.0080867475,0.61181414,0.37674078,0.000568872
pJrIA4sk,0.00040464915,0.006782343,0.95707554,0.034317087,0.001420304
pXne2CLZ,0.0007034225,0.0016641732,0.0879357,0.9096959,7.318958e-07
pZMcDIOS,0.0001971076,0.011200877,0.850832,0.04124411,0.09652592
pavfp3cc,0.014543521,0.010742546,0.69518495,0.27875736,0.00077165896
pbQdC5L3,0.0025533387,0.046615887,0.6631705,0.16648345,0.121176854
pgj7aAFP,0.00031099285,0.0067919376,0.7590436,0.22367546,0.010178021
pxg8G3ed,0.00047724493,0.0049456176,0.76263237,0.18531032,0.0466345
q36Npk6l,0.00030585483,0.008215596,0.9095402,0.0058429423,0.07609537
q4aDOVvq,0.0100627,0.0042605917,0.72237945,0.26307508,0.00022214508
qGmfR9CN,0.00093948474,0.0057989047,0.20145592,0.79157275,0.0002330172
qJ51ODpA,0.00023793857,0.0073855375,0.22787382,0.7638905,0.0006121112
qQX3cs3I,0.004001718,0.0026562607,0.95042574,0.04242265,0.0004935099
qXeIxPb8,0.00010346121,0.0059054634,0.6796013,0.09605381,0.21833591
qYQ4MShM,0.012052709,0.005495827,0.3209857,0.66144377,2.2020982e-05
qa0etnhK,0.007404289,0.0031668297,0.76299894,0.22642155,8.349076e-06
qbL4sboq,0.0037241194,0.012382227,0.665104,0.3163984,0.0023912957
qbYrsWHq,0.019033363,0.0025743193,0.90956956,0.066652425,0.0021704782
r1zmcUqQ,0.00308671,0.0030746,0.95146304,0.041660614,0.0007149964
r54iHeQC,0.00012982872,0.007435307,0.6080194,0.03723741,0.34717807
r6xrAnQV,0.41997403,0.0020003784,0.533876,0.043666903,0.00048263764
r9HxnQDg,0.0013205505,0.004365934,0.8500824,0.09403449,0.05019666
rG8Puuf9,0.012431058,0.00095420046,0.9110704,0.075417146,0.00012718099
rGuiefuR,0.0003865213,0.0042854454,0.34685457,0.6484337,3.977689e-05
rJ19OhGP,3.744364e-05,0.005246422,0.3236803,0.13128148,0.53975433
rOCYepHd,0.0056031086,0.002067121,0.97186995,0.020049931,0.00040984538
rQJaOPFI,0.0055135307,0.03354773,0.734262,0.16484448,0.061832193
rQhZtZeh,0.0004738779,0.0034553313,0.9123759,0.037124064,0.046570744
rapmok0w,0.0003831627,0.01003925,0.31494528,0.67340755,0.0012248782
rgzfnPVu,0.0017407963,0.002849441,0.98062366,0.013533786,0.0012523045
ri4qhb1S,0.0018642925,0.012354622,0.9333374,0.051465917,0.0009777206
rqpFYzff,0.0027862473,0.09475795,0.63519317,0.16531095,0.101951726
rrs22coX,0.0001265203,0.0040166397,0.28276223,0.027885566,0.68520904
sEeUCQLc,0.00012309999,0.009803933,0.59464574,0.322518,0.07290923
sHScwqQl,0.0001544858,0.004577776,0.58449227,0.017454583,0.39332092
sNC7DiAt,0.00048051015,0.022782657,0.18478328,0.07064528,0.72130823
sNK2TSs3,0.00017445882,0.0035372414,0.44487497,0.039573442,0.51183987
sO7Su6uw,0.00067507743,0.018491002,0.25197324,0.7242839,0.004576824
sOWZx89o,8.357906e-05,0.0067006852,0.7750669,0.04803642,0.1701124
sPbRcPjC,0.0015173518,0.0032886337,0.66841716,0.326693,8.380951e-05
scVUfTKI,0.0026868908,0.0022583464,0.16916001,0.82580656,8.8347704e-05
seRaGeVv,0.0014370022,0.008718395,0.824208,0.16160452,0.0040321117
sgtwiYWi,0.0003618733,0.00819687,0.5784652,0.41267985,0.0002961671
sjmLHcT6,0.00043443928,0.013699689,0.88382703,0.011508537,0.09053038
skZUZZGS,0.002120142,0.04222376,0.45509294,0.43964747,0.060915772
suAmzADX,8.6844564e-05,9.814021e-05,0.0041569886,0.99565804,1.9706862e-08
t4GWLqlO,0.003742138,0.0007847932,0.9854441,0.009669688,0.0003592699
t7gy6Jyy,0.004844264,0.0014392013,0.9916574,0.0018591677,0.00020013926
tBadzH60,0.023312034,0.00020087446,0.97437257,0.002084573,2.998496e-05
tXUWm0hp,0.00035404082,0.003890455,0.37929758,0.61614794,0.0003100023
te6UPPxf,0.0020728756,0.019856935,0.5858382,0.39206693,0.00016513871
ti2lamkL,0.0058601117,0.0025270104,0.9423421,0.048788294,0.00048249357
tr0lpwuU,0.00022899597,9.780572e-05,0.0049110116,0.9947621,1.2546483e-08
ttdB5C73,0.0015472926,0.006254803,0.8890898,0.10091867,0.0021893831
twS8YZu9,0.0008515392,0.010631422,0.9325481,0.055644605,0.00032430605
tx68W34H,0.00013946035,0.0025326714,0.12878174,0.8685145,3.1631665e-05
tyQSX4mY,0.0012709479,0.0019761135,0.9882265,0.007506653,0.0010197097
tylKCRc0,0.0003399831,0.0082837315,0.90174323,0.07412856,0.015504537
u1544WUo,0.0015338026,0.008111089,0.93758136,0.05230077,0.00047296827
uAw9an0d,0.0049826414,0.0014113843,0.9516466,0.041921455,3.7872083e-05
uLZAEXMG,0.033106662,0.0002153802,0.961498,0.0051682624,1.1595794e-05
uMwe1s7I,0.0006784946,0.0018295313,0.06842368,0.9290675,8.0040746e-07
ufhGeV3q,0.0018995234,0.06251637,0.67678136,0.13947348,0.119329356
uhAeGBHo,0.00072387717,0.008140909,0.14826864,0.8425122,0.00035439065
ujHNlqpw,0.009113525,0.00022983046,0.98103184,0.009604833,1.9961039e-05
ulV6kuhB,0.0001135078,0.0057083424,0.74964726,0.045539115,0.19899184
uohEnNEK,0.00034792494,0.0027414453,0.036353372,0.96055317,4.0873306e-06
v1lhA8I4,2.4561501e-05,0.0008925396,0.1270492,0.00092057243,0.8711132
v3JzigLI,0.000713116,0.0123103,0.941487,0.010183752,0.035305787
v5IwjyIg,0.00513294,0.008648081,0.5031831,0.48303482,9.640236e-07
v6lp5TK1,0.00059794163,0.005295598,0.7722389,0.017247802,0.20461982
v8vOaaWq,0.00022663771,0.009067238,0.36920565,0.61804104,0.0034593656
vAYKtoil,0.005533664,0.004563068,0.28234273,0.70756024,3.153096e-07
